Time,F-5 
358.917298,1.41479738
361.588637,1.50977026
364.259296,1.4256392
366.927507,1.3277533
369.601727,1.32050165
372.263944,1.28497349
374.938342,1.53520937
377.607127,1.34597267
380.282087,2.15370408
382.949612,1.72139011
385.611205,1.857972
388.274927,1.87757298
390.951205,1.82932959
393.613105,1.41336093
396.283261,1.10104382
398.954167,1.3133618
401.628504,1.51816495
404.303088,1.1846316
406.984991,1.20592991
409.659151,1.1924545
412.3335,1.33071771
415.003894,1.26458168
417.667982,1.51634931
420.347202,1.26001457
423.032598,1.09437882
425.714129,1.42354593
428.397468,1.44124637
431.094045,1.33509703
433.818837,1.27882438
436.49675,1.09344258
439.189651,1.41128026
441.864919,1.47872375
444.538633,1.31164456
447.20804,1.61061738
449.890329,1.50078464
452.571976,1.54304439
455.250254,1.30436906
457.927849,1.63924508
460.598251,1.46274344
463.283652,1.5923099
465.957931,1.50950413
468.647079,1.41866395
471.343364,1.37254541
474.01795,1.55904475
476.699478,1.45545212
479.388005,1.58983333
482.088227,1.85131858
484.764311,1.49451376
487.445836,1.52238164
490.124741,1.6320344
492.807021,1.21667711
495.47999,1.45326875
498.153706,1.54589846
500.83567,1.63041865
503.51838,1.60738904
506.187727,1.71737972
508.882687,1.55818809
511.559467,1.46794093
514.255244,1.65685293
516.939274,1.63404928
519.651987,1.52477854
522.339833,1.74320384
525.024479,2.00528121
527.701761,1.37730248
530.377219,1.54135732
533.050376,1.96087229
535.724776,1.67534271
538.393622,1.50164317
541.06759,1.77733057
543.741929,1.5718406
546.416641,1.60298704
549.09711,1.31189601
551.771197,1.68820012
554.446849,1.71739064
557.124819,1.77046453
559.799343,1.80484188
562.467689,1.50007612
565.141589,1.58064113
567.813244,1.70920237
570.4799,1.76807946
573.147677,1.64611691
575.825267,1.4542273
578.49311,1.82450202
581.169694,1.8365529
583.842164,1.65203101
586.511387,1.77171996
589.182407,1.69616745
591.854619,1.77185365
594.532717,1.61195005
597.203562,1.77958651
599.88233,1.80710821
602.564174,1.69455989
605.245768,1.75868137
607.920604,1.78774541
610.591943,1.72698743
613.264413,1.59497996
615.933438,2.17300448
618.604027,2.12268691
621.274437,2.14460198
623.948215,1.97685555
626.61731,2.43685773
629.289707,1.90911101
631.965048,1.98351536
634.654343,1.88120404
637.394103,2.25352257
640.132132,1.97908123
642.800788,2.01557223
645.469748,1.9939315
648.135086,1.86000981
650.804496,2.07528122
653.493021,2.21306726
656.191924,2.23072135
658.879512,2.37930548
661.551419,2.13535821
664.221443,2.19457859
666.908596,2.3740038
669.597626,2.18285026
672.307531,2.34654025
674.988804,2.12899594
677.671585,2.22738482
680.376423,2.23866362
683.056639,2.26694988
685.757045,2.06407244
688.435137,2.00585999
691.115104,2.01112748
693.83313,2.14914273
696.532285,2.36228619
699.266058,2.23350213
701.97846,2.50800441
704.679925,1.90380136
707.349641,2.3691567
710.028106,2.14987251
712.713321,2.46023607
715.416097,2.10171288
718.095188,2.23387561
720.771966,2.18315583
723.490311,2.22929167
726.16071,1.86725391
728.846052,2.21956785
731.558143,1.75063521
734.262172,1.88702555
736.979196,2.41592249
739.681788,1.97158984
742.393191,1.91588448
745.07397,1.93023634
747.751747,2.37702993
750.431838,1.84536793
753.144867,1.86512692
755.826584,1.91946464
758.505992,1.98487861
761.26264,1.79279154
763.931165,2.09370687
766.59926,1.99368369
769.312099,2.00698687
771.993122,1.73608796
774.682669,1.85392359
777.362368,2.03664656
780.039397,1.90213323
782.756926,1.89890439
785.434826,1.82103113
788.114798,1.87184969
790.830207,1.54075982
793.498913,1.57593919
796.175938,1.76434259
798.89522,1.74572248
801.604557,1.83876677
804.290713,1.75617378
806.978113,1.42692724
809.653017,1.90204293
812.367856,1.83055664
815.04832,1.70515435
817.770599,1.69673089
820.480127,1.651156
823.206592,1.61673513
825.887312,1.8531747
828.613024,1.66676825
831.318928,2.02262994
833.99683,1.61779951
836.675299,1.57616749
839.389886,1.87019383
842.066975,1.66957831
844.793378,1.31217542
847.495847,1.47910001
850.182187,1.48164473
852.873914,1.59656392
855.583868,1.33947996
858.282392,1.39726643
861.006611,1.64534919
863.708703,1.74944123
866.42035,1.52966397
869.089131,1.42602756
871.789844,1.62792231
874.496128,1.31547946
877.194653,1.63506781
879.900305,1.1846881
882.599396,1.38981845
885.300683,1.6225736
888.018449,1.58034928
890.729982,1.34896633
893.441382,1.3944609
896.15872,1.50363904
898.8535,1.48145439
901.55403,1.50741026
904.245365,1.34103129
906.956519,1.27733879
909.642862,1.57845675
912.347574,1.42132192
915.039352,1.48968531
917.737378,1.38511702
920.44647,1.47479738
923.155693,1.51598551
925.846217,1.49122306
928.577188,1.41035042
931.31171,1.57128067
934.048299,1.6512857
936.749708,1.58953256
939.457544,1.28423515
942.151258,1.53911555
944.865469,1.79692257
947.538001,1.39288262
950.208968,1.46287896
952.936369,1.42274975
955.647709,1.41343652
958.355987,1.35968066
961.061829,1.43406543
963.791674,1.74515902
966.495005,1.30816036
969.175105,1.399608
971.898248,1.52126768
974.61509,1.24275452
977.301492,1.41547862
980.010837,1.35447565
982.7228,1.37371641
985.442704,1.55119166
988.164793,1.70148713
990.86201,1.4297175
993.565037,1.41820998
996.258502,1.47829388
998.971343,1.36580109
1001.68437,1.55344455
1004.37871,1.40615486
1007.08474,1.21548057
1009.81026,1.34463918
1012.52255,1.10096148
1015.23052,1.25222301
1017.94279,1.37511444
1020.65313,1.05098776
1023.37128,1.88688885
1026.08868,1.54347013
1028.80196,1.21909411
1031.53698,1.75477231
1034.2417,1.51517259
1036.92623,1.56525916
1039.66507,1.37246961
1042.37647,1.53130093
1045.09443,2.10242728
1047.80653,1.52080971
1050.5173,1.55249317
1053.21127,1.79177365
1055.93674,1.91993836
1058.68821,1.59455074
1061.42368,1.53409561
1064.15795,1.46571111
1066.89854,1.44253623
1069.6255,1.61244624
1072.3204,1.58038321
1075.03712,1.61440852
1077.74664,1.57612549
1080.47367,1.66118905
1083.19221,1.51749315
1085.91898,1.38110537
1088.63294,1.56856007
1091.36447,1.8691356
1094.07,1.71264153
1096.79534,1.61723457
1099.50949,1.65317741
1102.23421,1.52494385
1104.95042,1.72596662
1107.66145,1.68868984
1110.37022,1.80616808
1113.09294,1.6742602
1115.81497,1.81812538
1118.51787,1.72050265
1121.23021,1.56187667
1123.97018,1.74405478
1126.68377,1.41791362
1129.40705,1.5117094
1132.13169,1.420577
1134.84922,1.64264345
1137.57344,1.80091472
1140.28222,1.72335918
1142.98787,1.79799872
1145.71541,1.57592359
1148.42148,1.57452906
1151.11934,1.48114598
1153.84142,1.77516117
1156.57957,1.97554006
1159.28954,2.00505449
1161.99543,1.67027248
1164.74035,1.56277129
1167.47256,1.57215814
1170.18571,1.7410591
1172.91336,1.9692973
1175.62689,1.76554219
1178.33523,1.57635045
1181.06782,1.65397513
1183.78104,1.45252814
1186.48857,1.60290236
1189.23234,1.83404671
1191.978,1.24712374
1194.71446,1.48827317
1197.45893,1.63698648
1200.17508,1.59928123
1202.89111,1.48897388
1205.62444,1.26315132
1208.33553,1.64135006
1211.01762,1.22874194
1213.76153,1.50908317
1216.46374,1.61823666
1219.17489,1.52083692
1221.8663,1.48099136
1224.5857,1.58130641
1227.30841,1.27573321
1230.02589,1.53166506
1232.75146,1.2916222
1235.46788,1.34371107
1238.19128,1.2815914
1240.89743,1.62903529
1243.61514,1.60062053
1246.31073,1.68178086
1249.01764,1.50078763
1251.73229,1.54506926
1254.42976,1.87055004
1257.14203,1.35734268
1259.84831,1.33269754
1262.56396,1.2261225
1265.27769,1.36895583
1267.99208,1.51028603
1270.69966,1.36208565
1273.42325,1.28533119
1276.13966,1.56494471
1278.86501,1.49835145
1281.58878,1.16076531
1284.29056,1.5863943
1286.97852,1.33931819
1289.67337,1.33490143
1292.38065,1.24244036
1295.08486,1.30809666
1297.83281,1.12644182
1300.56529,1.48945905
1303.25358,1.3162607
1305.97884,1.32269508
1308.71856,1.42319097
1311.42571,1.26184779
1314.14061,1.31934528
1316.87783,1.18031751
1319.5778,1.08348116
1322.29286,1.09646073
1324.99672,1.39127214
1327.70756,1.34031912
1330.41841,0.95704219
1333.15143,1.32023464
1335.87234,1.12486141
1338.57799,1.32040817
1341.27633,1.25015555
1343.98329,1.16809027
1346.69776,1.31877157
1349.42948,1.3078655
1352.14576,1.13548301
1354.8476,1.42540361
1357.5745,1.00525961
1360.28685,1.24901245
1362.98861,1.14136354
1365.69307,1.17991907
1368.43191,1.12462157
1371.13738,1.03255363
1373.82196,1.26436354
1376.54037,1.24455659
1379.25853,1.07789175
1381.99681,1.18640102
1384.71383,1.15110021
1387.42423,0.960160772
1390.14389,1.1035441
1392.87092,1.22516478
1395.57831,1.37733251
1398.31448,1.0102515
1401.03781,0.824314447
1403.75428,1.01231939
1406.4813,1.06263722
1409.20301,0.845602506
1411.91099,0.662824229
1414.61302,1.15719707
1417.32585,0.820126308
1420.03376,0.845402264
1422.74416,1.06407367
1425.4555,0.929905876
1428.20121,0.742908758
1430.92824,0.883775342
1433.65158,1.10634178
1436.39873,1.0454803
1439.13414,0.954508483
1441.84935,1.00818688
1444.56613,0.918488794
1447.28709,0.758046713
1450.03975,1.10872599
1452.74759,1.03581816
1455.4695,0.84401518
1458.19351,0.676081932
1460.93985,1.03522274
1463.67707,0.904804525
1466.3891,0.969077057
1469.10575,0.843890851
1471.83928,0.822678401
1474.55306,0.689837655
1477.2866,0.63308121
1480.01849,0.836621063
1482.73039,0.958517472
1485.48629,0.957428472
1488.19119,1.02312095
1490.9296,0.939863814
1493.63582,0.875780364
1496.37609,0.597088487
1499.0913,0.812961555
1501.80121,0.746278461
1504.54524,0.625844324
1507.2887,0.765897923
1510.00916,0.79987269
1512.72857,0.912915154
1515.42828,0.80557871
1518.14018,0.771930719
1520.85309,1.07067557
1523.57668,0.740083673
1526.29198,0.609821012
1529.03168,0.683511946
1531.74332,1.02026338
1534.48729,0.67585834
1537.22713,0.814218051
1539.95409,0.646715266
1542.64293,0.458260708
1545.36577,0.832771832
1548.08005,0.563541941
1550.79065,0.607422472
1553.51098,0.306206215
1556.22757,0.818307552
1558.92717,0.297822233
1561.61756,0.721790066
1564.33221,0.85698391
1567.05068,0.666302673
1569.78353,0.659805688
1572.52711,0.67752156
1575.24014,0.767936853
1577.94579,0.496005162
1580.66808,0.644607611
1583.37973,0.362865338
1586.10531,0.88642573
1588.82859,0.245305665
1591.54556,0.581394208
1594.26352,0.702731106
1596.9928,0.440770218
1599.73869,0.725867049
1602.48698,0.485957792
1605.22838,0.49438788
1607.93903,0.57537064
1610.66812,0.578354674
1613.4189,0.722047172
1616.12993,0.394523828
1618.86502,0.689670928
1621.57811,0.323634788
1624.28151,0.639935734
1627.0256,0.428907949
1629.77231,0.153915968
1632.51559,0.345382408
1635.23481,0.457537535
1637.98902,0.211579566
1640.69343,0.379258877
1643.41977,0.273292309
1646.16273,0.436063763
1648.87438,0.636836658
1651.61216,0.324493685
1654.36056,0.208900278
1657.0844,0.386232237
1659.80974,0.485567129
1662.5109,0.686010608
1665.25969,0.375724909
1667.9687,0.35421912
1670.67979,0.267581211
1673.40375,0.15529535
1676.12234,0.191226111
1678.85837,0.250846594
1681.56978,0.319388742
1684.30518,-0.00599086369
1687.01514,0.43571433
1689.74574,0.466453794
1692.46452,0.247688197
1695.18641,0.377189708
1697.913,0.440428548
1700.62572,0.420888546
1703.38763,0.266915132
1706.10315,0.494701793
1708.84643,0.307302107
1711.60077,0.151186878
1714.33129,0.427822046
1717.07638,0.178336806
1719.81429,0.127295995
1722.52625,0.211139747
1725.28047,0.0479738391
1728.01849,0.165358955
1730.73308,0.437662339
1733.4418,0.389392393
1736.16176,0.413200877
1738.88248,0.509699967
1741.60769,0.361015238
1744.35378,0.0572328321
1747.06531,0.18811253
1749.81834,0.455542182
1752.55967,0.468008038
1755.32065,0.258154731
1758.04448,0.235472937
1760.76688,0.0791763267
1763.5166,0.108812115
1766.25826,0.256613139
1769.02253,-0.0806187131
1771.7783,-0.0571769715
1774.51783,0.0397555917
1777.23824,0.197114678
1779.99601,-0.0479051002
1782.72235,-0.136915822
1785.47126,0.0959230318
1788.21522,0.155311759
1790.97443,0.000326827816
1793.73152,-0.175190964
1796.45555,0.156429449
1799.20383,0.133921111
1801.94892,0.0981628871
1804.68844,0.0760210386
1807.44479,-0.168799292
1810.14756,0.0977120838
1812.88347,0.0853354461
1815.62918,0.0447428702
1818.36159,0.0588359765
1821.09267,0.101381092
1823.81383,0.160403807
1826.54035,0.0486222445
1829.28788,0.163846666
1831.9964,-0.0668610283
1834.73675,0.0319509244
1837.46784,-0.19343916
1840.16849,-0.236291498
1842.90002,-0.104243098
1845.65029,-0.113460635
1848.37782,0.0071206442
1851.10498,0.212806433
1853.85732,-0.288099601
1856.57103,-0.338422618
1859.28475,0.0613244913
1861.99252,-0.0326058173
1864.7058,-0.179762945
1867.43039,0.166983554
1870.14761,-0.00124312276
1872.86913,0.150524097
1875.59547,-0.0686509886
1878.34038,0.158196639
1881.08065,-0.30501394
1883.81175,0.0561521671
1886.56814,-0.287534388
1889.29306,-0.248370168
1892.04201,-0.50620909
1894.7556,-0.248703692
1897.46712,-0.235765103
1900.2736,-0.242106962
1902.96981,-0.13737744
1905.71153,-0.181712461
1908.42118,-0.283520043
1911.13864,-0.295614394
1913.84605,-0.27767384
1916.55601,-0.32408216
1919.26974,-0.38257568
1922.02157,-0.0413018131
1924.76216,-0.281585489
1927.46287,-0.414233507
1930.21059,-0.144058514
1932.96067,-0.202167101
1935.68333,-0.4051665
1938.40917,-0.143663632
1941.12676,-0.545027613
1943.8461,-0.09581033
1946.56169,-0.421832685
1949.28772,-0.519986239
1951.99949,-0.0734143429
1954.71515,-0.456163997
1957.43701,-0.350621969
1960.18051,-0.433365943
1962.9251,-0.501601116
1965.67413,-0.541057337
1968.39641,-0.112804427
1971.12156,-0.523988032
1973.83521,-0.617812989
1976.57193,-0.31189111
1979.27977,-0.717029266
1981.99148,-0.733138169
1984.71839,-0.315230115
1987.43672,-0.123181097
1990.16819,-0.529544769
1992.87978,-0.789015661
1995.6185,-0.234316107
1998.37579,-0.42517478
2001.10218,-0.466963094
2003.8582,-0.461917382
2006.57667,-0.252294292
2009.32057,-0.485374682
2012.06785,-0.566588365
2014.79713,-0.599324128
2017.55184,-0.616165192
2020.28143,-0.740286704
2023.00352,-0.800309436
2025.74873,-0.478382544
2028.49576,-0.736005526
2031.24161,-0.682126032
2033.96651,-0.488747752
2036.69203,-0.617009165
2039.43988,-0.501009559
2042.15465,-0.668532661
2044.86849,-0.810439316
2047.62158,-0.60467357
2050.33536,-0.769087734
2053.08951,-0.637187987
2055.84823,-0.59697085
2058.55657,-0.840692334
2061.28109,-0.526322831
2064.00156,-0.620026989
2066.72433,-0.901226812
2069.46055,-0.609145224
2072.20626,-0.784191388
2074.96042,-0.838807549
2077.67388,-0.829855057
2080.39022,-0.616674448
2083.14338,-0.554847181
2085.87741,-0.791372868
2088.6243,-0.634052777
2091.35858,-0.525974967
2094.12499,-0.705520163
2096.87083,-0.996456703
2099.61123,-0.654951196
2102.33363,-0.975778867
2105.05472,-0.758588674
2107.77687,-0.454722328
2110.52896,-0.804906077
2113.27568,-0.844381932
2115.98495,-0.787158268
2118.69285,-0.806696513
2121.4032,-0.876501251
2124.13779,-0.971830756
2126.85338,-1.05412344
2129.5736,-0.989303913
2132.29475,-0.742868785
2135.04758,-0.765794688
2137.76005,-0.845599825
2140.46889,-0.876766675
2143.18223,-0.918256573
2145.89107,-1.13380876
2148.63366,-0.848303386
2151.34256,-0.901596327
2154.05765,-1.02930901
2156.79318,-0.816769519
2159.50739,-0.964691549
2162.19936,-0.966700756
2164.91233,-0.902046561
2167.65504,-0.816284522
2170.40363,-1.26976867
2173.10416,-0.95888532
2175.82119,-0.758342678
2178.55509,-1.01892261
2181.26874,-1.20186548
2183.97214,-0.6647001
2186.71761,-1.14329719
2189.46402,-1.13587838
2192.19086,-0.779553197
2194.93788,-1.0583332
2197.69334,-1.09095769
2200.41368,-0.822316875
2203.1599,-1.07136272
2205.88524,-1.07930906
2208.62433,-1.02900611
2211.37954,-1.12316
2214.08757,-1.06283438
2216.80554,-1.18592118
2219.52062,-1.20434886
2222.26453,-0.875050105
2224.99494,-1.00565008
2227.71183,-1.08861537
2230.41886,-1.23953904
2233.12514,-0.936444486
2235.8656,-1.19770139
2238.61519,-0.971124558
2241.32047,-0.841716635
2244.04319,-1.1761677
2246.76003,-1.18791931
2249.48043,-1.2061043
2252.20933,-1.21388746
2254.95798,-1.39316968
2257.65839,-1.1857661
2260.37679,-1.3505392
2263.08919,-1.29930222
2265.79647,-1.23079513
2268.53356,-1.17742881
2271.27047,-1.19477883
2274.01661,-1.31339123
2276.75477,-1.35436709
2279.49685,-1.5655352
2282.23995,-1.31013442
2284.94335,-0.857589167
2287.66207,-1.38122032
2290.38065,-1.52691862
2293.09025,-1.38967776
2295.79872,-1.26344623
2298.51543,-1.20892435
2301.24255,-1.55205981
2303.98892,-1.28578317
2306.72294,-1.15972444
2309.44111,-1.57879387
2312.19225,-1.38050915
2314.93422,-1.39297624
2317.69243,-1.58969946
2320.41539,-1.46313904
2323.14492,-1.44095953
2325.89176,-1.6157016
2328.63566,-1.63191504
2331.38445,-1.58342177
2334.10484,-1.59505493
2336.8345,-1.55541929
2339.59559,-1.75414628
2342.31956,-1.50294245
2345.06745,-1.50710186
2347.79661,-1.51433049
2350.53951,-1.6644624
2353.26873,-1.93601308
2355.98281,-1.73637743
2358.71546,-1.5301515
2361.46993,-1.74865189
2364.1784,-1.70424778
2366.89892,-1.69775577
2369.60953,-1.84975668
2372.32154,-1.47447297
2375.04101,-1.78958432
2377.78598,-1.73866514
2380.54631,-1.4897942
2383.26697,-1.77182839
2386.0223,-1.84883281
2388.77677,-1.48884265
2391.50979,-2.12153232
2394.26859,-1.67855864
2397.01679,-1.68063837
2399.75988,-1.75719609
2402.53368,-1.59421188
2405.29088,-1.87036779
2408.04083,-1.94742609
2410.76386,-1.70034258
2413.48952,-1.77499529
2416.19848,-1.49933214
2418.90745,-2.17615597
2421.63422,-1.52358179
2424.35625,-1.87914158
2427.08303,-1.86823516
2429.81856,-1.77775054
2432.57127,-1.93199177
2435.29893,-1.79296368
2438.02083,-1.97200586
2440.76785,-1.95258581
2443.50225,-2.17142027
2446.21978,-2.02447215
2448.97581,-2.05946838
2451.70146,-1.79645745
2454.44799,-1.91722586
2457.19377,-1.90757009
2459.93654,-1.78123754
2462.68088,-1.93174559
2465.39816,-2.07562664
2468.14412,-2.30415985
2470.88465,-1.98093797
2473.61937,-2.06988798
2476.34121,-2.07755742
2479.04967,-2.16467782
2481.78839,-2.01578279
2484.53817,-1.99904238
2487.26295,-1.95793503
2489.98653,-2.08989851
2492.69887,-1.96188159
2495.42684,-2.1215466
2498.17305,-2.06435128
2500.96539,-2.22935387
2503.66736,-1.87513288
2506.39883,-2.29245649
2509.12222,-2.34755637
2511.8385,-2.29311286
2514.58959,-2.48477952
2517.30143,-2.3821922
2520.01848,-2.37996555
2522.72793,-2.11189918
2525.44578,-2.28461331
2528.17367,-2.2097096
2530.92207,-2.14995202
2533.6486,-2.27776245
2536.38431,-2.1546854
2539.1099,-2.38883299
2541.85005,-2.36898055
2544.57508,-2.21741511
2547.29636,-2.53039655
2550.0467,-2.33422449
2552.77617,-2.36785183
2555.52057,-2.25870213
2558.24354,-2.35767534
2560.97,-2.45707303
2563.67334,-2.74235922
2566.40162,-2.33287843
2569.13821,-2.49308687
2571.87555,-2.24932241
2574.58895,-2.23151704
2577.30998,-2.39601311
2580.06469,-2.79845495
2582.7721,-2.42001146
2585.50887,-2.79070742
2588.2189,-2.53187587
2590.93924,-2.5519992
2593.66789,-2.40461109
2596.42824,-2.29218897
2599.14451,-2.55150412
2601.86291,-2.64656944
2604.61894,-2.40308555
2607.34321,-2.45042533
2610.09368,-2.69645724
2612.84702,-2.53072394
2615.58067,-2.50140443
2618.32714,-2.62713816
2621.0626,-2.2157676
2623.777,-2.5459709
2626.4881,-2.56024567
2629.225,-2.93279786
2631.94796,-2.79735429
2634.65818,-2.59364461
2637.38895,-2.54576361
2640.13642,-2.61834815
2642.87239,-2.76770812
2645.58692,-2.54734387
2648.33869,-2.54084451
2651.07822,-2.65918349
2653.84012,-2.67310142
2656.55558,-2.9253634
2659.28956,-2.89834078
2662.0367,-2.7793309
2664.76911,-2.69395875
2667.52626,-2.53834202
2670.28447,-2.78241272
2673.00056,-2.74946405
2675.75546,-2.67122749
2678.51112,-2.67771261
2681.24297,-2.73521523
2683.99823,-3.17570856
2686.75782,-2.79804119
2689.50835,-3.0123998
2692.25756,-3.09437003
2695.01077,-2.68404912
2697.76762,-2.90392761
2700.52352,-2.95147723
2703.23005,-2.9694191
2705.98189,-2.86349633
2708.71316,-3.07322965
2711.45194,-2.97586015
2714.17735,-3.02927001
2716.88144,-3.15893303
2719.61321,-2.93147682
2722.36643,-2.98779077
2725.09508,-2.77057365
2727.83511,-2.895831
2730.62033,-3.08649425
2733.32791,-2.96400305
2736.04751,-3.10726773
2738.79222,-2.93286038
2741.51456,-2.93502364
2744.23827,-2.98683388
2746.99149,-3.03917656
2749.73176,-3.28801676
2752.47979,-3.0747606
2755.19357,-3.09150604
2757.90754,-3.24412309
2760.61363,-3.1008107
2763.31754,-3.28092332
2766.04149,-3.38365966
2768.76565,-3.21898308
2771.48643,-3.17527741
2774.22733,-3.07612677
2776.93804,-3.2314787
2779.63763,-2.97734593
2782.37766,-3.49144922
2785.08737,-3.07427016
2787.81134,-3.2149366
2790.53818,-3.30863602
2793.29996,-3.28300968
2796.04112,-3.32733392
2798.7817,-3.35599875
2801.49298,-3.39518076
2804.23194,-3.17388769
2806.98603,-3.12790234
2809.71894,-3.29988594
2812.4384,-3.40395804
2815.15005,-3.33942219
2817.86908,-3.37107599
2820.60773,-3.27169091
2823.31913,-3.40475871
2826.04441,-3.38315243
2828.76188,-3.45277242
2831.51784,-3.25713278
2834.23118,-3.2915844
2836.94715,-3.43274019
2839.7008,-3.09900256
2842.43083,-3.77897152
2845.18079,-3.50346595
2847.89257,-3.26183319
2850.59598,-3.5959917
2853.34906,-3.36666274
2856.08365,-3.6036512
2858.80456,-3.53077567
2861.52071,-3.53211266
2864.23811,-3.57787666
2866.96189,-3.44731206
2869.6856,-3.64596617
2872.42971,-3.67877731
2875.16259,-3.88665919
2877.88049,-3.98607722
2880.60496,-3.62347495
2883.31887,-3.84836774
2886.04815,-3.8801924
2888.78237,-3.89251317
2891.49526,-3.97487439
2894.22379,-3.99192329
2896.97013,-3.79736996
2899.69878,-4.02706631
2902.42344,-3.90698106
2905.17983,-3.90377699
2907.91274,-3.65465029
2910.67583,-3.8766945
2913.41237,-4.07272361
2916.14032,-4.07741297
2918.89566,-4.08193823
2921.60681,-3.86394814
2924.33253,-4.00273881
2927.05124,-4.07550662
2929.76721,-4.11891595
2932.50248,-4.29498415
2935.2587,-4.13545756
2937.97979,-4.24523097
2940.70944,-3.92555408
2943.45491,-4.20038653
2946.19463,-3.94232537
2948.94815,-4.53549227
2951.68193,-3.94933164
2954.39714,-4.03495523
2957.1168,-3.93448712
2959.83369,-4.1224537
2962.58697,-3.84383976
2965.31519,-4.10089624
2968.0349,-3.92424571
2970.79581,-4.00404239
2973.53696,-4.11045364
2976.26799,-4.12198054
2978.9852,-3.96506969
2981.71385,-4.02102574
2984.4582,-4.05106168
2987.17066,-4.24554104
2989.88612,-4.18359897
2992.60859,-4.14008324
2995.36299,-4.12872662
2998.07876,-4.18663568
3000.80549,-4.17976938
3003.55433,-4.10240468
3006.28779,-4.1225856
3009.03463,-4.05931575
3011.76903,-4.35804834
3014.48019,-4.04522875
3017.20328,-4.19385021
3019.91118,-4.11548337
3022.64383,-4.12279523
3025.38398,-4.20498443
3028.13701,-4.37329179
3030.85866,-4.03600524
3033.58801,-4.38363478
3036.33534,-4.21104176
3039.07264,-3.96051122
3041.78302,-4.32149871
3044.49762,-4.15043145
3047.22282,-4.48085241
3049.96923,-4.33719727
3052.7175,-4.26090666
3055.4366,-3.86398559
3058.15006,-4.05933229
3060.89827,-4.46411628
3063.64892,-4.25631676
3066.39841,-4.2712921
3069.10542,-4.17841575
3071.81252,-4.37100326
3074.52223,-4.45362134
3077.24119,-4.70802069
3079.96685,-4.50390378
3082.69006,-4.61461667
3085.40865,-4.29767137
3088.14086,-4.35560577
3090.89296,-4.63419108
3093.63311,-4.52453906
3096.34294,-4.27947532
3099.06579,-4.24825101
3101.86137,-4.66448265
3104.5834,-4.15574769
3107.32268,-4.17803931
3110.03158,-4.44037927
3112.7458,-4.44796863
3115.48814,-4.35763032
3118.23504,-4.52209145
3120.94819,-4.34524263
3123.68553,-4.5438289
3126.39287,-4.50076679
3129.12259,-4.47171113
3131.84186,-4.46515882
3134.55914,-4.45992703
3137.29899,-4.63343022
3140.04532,-4.33899771
3142.76253,-4.42718615
3145.49244,-4.4778366
3148.20503,-4.66544223
3150.93281,-4.57063736
3153.65184,-4.58408145
3156.36718,-4.66116832
3159.08633,-4.64104247
3161.81311,-4.53914896
3164.54845,-4.596688
3167.26479,-4.59610721
3169.9925,-4.95133088
3172.74684,-4.63137506
3175.47524,-4.90519865
3178.19058,-4.66348727
3180.90561,-4.6633879
3183.62358,-4.78354991
3186.33223,-4.661591
3189.05457,-4.55616066
3191.80203,-4.8656096
3194.53619,-5.1110369
3197.24859,-4.86085177
3199.97955,-5.00434789
3202.69064,-4.87108461
3205.44243,-4.78835951
3208.16951,-5.00344153
3210.91704,-4.89552294
3213.64539,-4.39381196
3216.3666,-4.85856073
3219.12568,-4.77190489
3221.86797,-5.05592067
3224.58474,-4.80676081
3227.29877,-4.75409116
3230.01867,-4.81332569
3232.7377,-4.85423489
3235.49078,-4.6684432
3238.24062,-4.89958122
3240.95809,-5.06799253
3243.71262,-5.13586305
3246.4499,-4.69800329
3249.2078,-4.98975062
3251.92251,-4.8602842
3254.65866,-4.61159296
3257.38951,-4.99374007
3260.11478,-5.12292052
3262.83287,-4.92596761
3265.58696,-4.83627959
3268.29949,-4.83367587
3271.03028,-5.14927268
3273.79105,-4.86117642
3276.50888,-4.85775817
3279.26116,-4.75989167
3281.98981,-5.13947866
3284.71103,-5.11916543
3287.4585,-5.21177962
3290.17427,-5.06971529
3292.88305,-4.89155816
3295.61745,-5.24395726
3298.34223,-4.94567735
3301.06319,-4.83490714
3303.82136,-5.22422611
3306.56013,-5.06983113
3309.30871,-5.067614
3312.0208,-5.10630114
3314.75196,-4.93942054
3317.46036,-5.10636516
3320.16751,-4.98376312
3322.88179,-5.22846415
3325.59457,-5.11029923
3328.30141,-5.36794012
3331.02706,-4.88460821
3333.74521,-5.34362864
3336.49824,-5.43521961
3339.23933,-5.17591137
3341.94742,-5.16820628
3344.6922,-5.34128425
3347.43817,-5.26908894
3350.16526,-5.34465679
3352.87434,-5.30010384
3355.59331,-5.17867632
3358.30372,-5.08443692
3361.0133,-5.35131856
3363.71864,-5.04495189
3366.43905,-5.0995633
3369.18476,-5.15044167
3371.93225,-5.18962018
3374.67775,-5.21566744
3377.4019,-5.20458452
3380.12819,-5.48555633
3382.87828,-5.12106704
3385.59299,-5.38561065
3388.30495,-5.62617227
3391.0518,-5.29613569
3393.76846,-5.22134034
3396.55597,-5.45758056
3399.26906,-5.39017468
3401.99771,-5.46670745
3404.71311,-5.37611511
3407.42952,-5.50702927
3410.15642,-5.73022771
3412.87176,-5.54470378
3415.62054,-5.43792964
3418.33851,-5.53494234
3421.04753,-5.32690619
3423.75581,-5.45436407
3426.47053,-5.53433659
3429.20361,-5.5461328
3431.92314,-5.52383897
3434.64836,-5.58346029
3437.37276,-5.28969277
3440.12029,-5.58791413
3442.86762,-5.69244875
